"","live1","live2","live3","mean","sd","stn","depthid","treatment","subt","substrate"
"stn4-d1-LV-unamend2-subt0-p3",34.0223489685891,21.2510025625435,22.0866588765399,25.7866701358908,7.14453530646295,"stn4","d1","unamend2","subt0","p3"
"stn4-d1-LV-unamend2-subt0-p4",17.2073672520718,12.4174433659195,18.0595888787004,15.8947998322306,3.04147602663078,"stn4","d1","unamend2","subt0","p4"
"stn4-d1-LV-unamend2-subt1-a",1.96502144907422,1.76544800306674,1.4850128151555,1.73849408909882,0.241136801977158,"stn4","d1","unamend2","subt1","a"
"stn4-d1-LV-unamend2-subt1-b",10.217777495148,9.29315976618308,10.3600263765273,9.95698787928612,0.579274985540434,"stn4","d1","unamend2","subt1","b"
"stn4-d1-LV-unamend2-subt1-L",117.946593115916,109.441832412414,101.281194975121,109.556540167817,8.33329119854034,"stn4","d1","unamend2","subt1","L"
"stn4-d1-LV-unamend2-subt1-p1",4.32188673205448,4.95587870520059,6.5970547204726,5.29160671924255,1.17415174421369,"stn4","d1","unamend2","subt1","p1"
"stn4-d1-LV-unamend2-subt1-p2",39.8639084884011,28.5920411020622,101.904940184995,56.786963258486,39.4776852164553,"stn4","d1","unamend2","subt1","p2"
"stn4-d1-LV-unamend2-subt1-p3",46.1749269563141,13.4262115171646,7.43809042018658,22.3464096312218,20.852171997233,"stn4","d1","unamend2","subt1","p3"
"stn4-d1-LV-unamend2-subt1-p4",5.09011568866705,3.80999784305914,3.88830566402968,4.26280639858529,0.717539911641139,"stn4","d1","unamend2","subt1","p4"
"stn4-d1-LV-unamend2-subt2-a",1.4396855125499,1.11354129156201,0.918894597342173,1.15737380048469,0.263147793016716,"stn4","d1","unamend2","subt2","a"
"stn4-d1-LV-unamend2-subt2-b",23.571246254495,24.3783517231275,13.2649154223417,20.404837799988,6.19650897509926,"stn4","d1","unamend2","subt2","b"
"stn4-d1-LV-unamend2-subt2-L",69.8622565439174,76.1714035423479,60.4496897554678,68.8277832805777,7.9117426840468,"stn4","d1","unamend2","subt2","L"
"stn4-d1-LV-unamend2-subt2-p1",5.71685164531859,9.49906358156403,3.34712439097757,6.18767987262007,3.1028774332684,"stn4","d1","unamend2","subt2","p1"
"stn4-d1-LV-unamend2-subt2-p2",26.7594665483083,33.6606093725714,20.8662430172014,27.095439646027,6.40379661221758,"stn4","d1","unamend2","subt2","p2"
"stn4-d1-LV-unamend2-subt2-p3",8.22565566664037,7.30145268399583,12.325555523367,9.28422129133439,2.67410232068299,"stn4","d1","unamend2","subt2","p3"
"stn4-d1-LV-unamend2-subt2-p4",11.7316729357624,7.58291477263368,6.88144811621314,8.7320119415364,2.6213524043379,"stn4","d1","unamend2","subt2","p4"
"stn4-d1-LV-unamend2-subt3-a",0.370948375592872,0.428464854202936,0.276957131335554,0.358790120377121,0.0764821214371916,"stn4","d1","unamend2","subt3","a"
"stn4-d1-LV-unamend2-subt3-b",10.9815178936379,10.7288772727338,29.4765742863406,17.0623231509041,10.7517989313927,"stn4","d1","unamend2","subt3","b"
"stn4-d1-LV-unamend2-subt3-L",22.0151424139643,22.3390030561923,16.179582302031,20.1779092573959,3.46643696904963,"stn4","d1","unamend2","subt3","L"
"stn4-d1-LV-unamend2-subt3-p1",5.01763956770039,3.32284346104661,3.4376205673246,3.92603453202387,0.947097994648466,"stn4","d1","unamend2","subt3","p1"
"stn4-d1-LV-unamend2-subt3-p2",17.8792763499286,16.4737997807282,14.7294585200954,16.3608448835841,1.57794397773671,"stn4","d1","unamend2","subt3","p2"
"stn4-d1-LV-unamend2-subt3-p3",7.79526184262706,3.42867146002631,2.68092487949653,4.6349527273833,2.76232628686278,"stn4","d1","unamend2","subt3","p3"
"stn4-d1-LV-unamend2-subt3-p4",10.0862054730901,2.56010123581111,5.75997217427795,6.13542629439304,3.77707368141405,"stn4","d1","unamend2","subt3","p4"
"stn4-d1-LV-unamend2-subt4-a",0.619261177011281,0.243421885233346,0.540838777509136,0.467840613251254,0.198268359300723,"stn4","d1","unamend2","subt4","a"
"stn4-d1-LV-unamend2-subt4-b",11.8711307122553,9.2488296541061,52.2117397125204,24.4439000262939,24.0833719885707,"stn4","d1","unamend2","subt4","b"
"stn4-d1-LV-unamend2-subt4-L",11.2491637499319,10.2554644009226,9.19571196045954,10.2334467037713,1.02690293950435,"stn4","d1","unamend2","subt4","L"
"stn4-d1-LV-unamend2-subt4-p1",3.44225530416695,4.63104543337724,4.00292199163595,4.02540757639338,0.594713959789382,"stn4","d1","unamend2","subt4","p1"
"stn4-d1-LV-unamend2-subt4-p2",27.9277872789521,17.6362399822072,16.2324538766779,20.5988270459458,6.38575738892895,"stn4","d1","unamend2","subt4","p2"
"stn4-d1-LV-unamend2-subt4-p3",8.41004053081525,7.46106641591392,6.85187189757664,7.57432628143527,0.785234500168965,"stn4","d1","unamend2","subt4","p3"
"stn4-d1-LV-unamend2-subt4-p4",3.96095250179335,3.75605832908416,3.89176637379774,3.86959240155842,0.104231325839203,"stn4","d1","unamend2","subt4","p4"
"stn4-d1-LV-unamend2-subt5-a",0.044331428184684,0.155397647272186,0.145929568874498,0.115219548110456,0.0615731701887612,"stn4","d1","unamend2","subt5","a"
"stn4-d1-LV-unamend2-subt5-b",9.02860062112065,2.63918657245532,5.57254769936595,5.74677829764731,3.198268312283,"stn4","d1","unamend2","subt5","b"
"stn4-d1-LV-unamend2-subt5-L",6.7535888126753,5.81736870417179,6.16598589741297,6.24564780475335,0.473166500824405,"stn4","d1","unamend2","subt5","L"
"stn4-d1-LV-unamend2-subt5-p1",0.732777836668611,1.36583022992779,0.570394583864262,0.889667550153553,0.420285918637736,"stn4","d1","unamend2","subt5","p1"
"stn4-d1-LV-unamend2-subt5-p2",2.29467136665688,2.41778276986609,3.05050415404466,2.58765276352254,0.405539963112427,"stn4","d1","unamend2","subt5","p2"
"stn4-d1-LV-unamend2-subt5-p3",0.979964067534556,0.455641697904578,0.0503637472376483,0.495323170892261,0.466068828981174,"stn4","d1","unamend2","subt5","p3"
"stn4-d1-LV-unamend2-subt5-p4",0.616462448995933,2.6188186639887,0.632721384178571,1.28933416572107,1.15139604897436,"stn4","d1","unamend2","subt5","p4"
"stn4-d1-LV-unamend3-subt0-a",1.45712816503758,1.65686723959118,1.69502771371822,1.60300770611566,0.127768093925138,"stn4","d1","unamend3","subt0","a"
"stn4-d1-LV-unamend3-subt0-b",10.8477014911141,5.92449407091878,6.80493578098381,7.85904378100557,2.62542388622276,"stn4","d1","unamend3","subt0","b"
"stn4-d1-LV-unamend3-subt0-L",92.8535344700482,86.1626263608554,82.9877916232396,87.3346508180477,5.03621400220759,"stn4","d1","unamend3","subt0","L"
"stn4-d1-LV-unamend3-subt0-p1",7.55857002576641,4.56941464621579,38.0897631566647,16.7392492762156,18.5503933837051,"stn4","d1","unamend3","subt0","p1"
"stn4-d1-LV-unamend3-subt0-p2",50.0318257400382,48.6893109294127,22.9780392897158,40.5663919863889,15.2467438963574,"stn4","d1","unamend3","subt0","p2"
"stn4-d1-LV-unamend3-subt0-p3",27.0770148589004,31.1440222646714,41.7556926486369,33.3255765907363,7.57860672366004,"stn4","d1","unamend3","subt0","p3"
"stn4-d1-LV-unamend3-subt0-p4",17.3232127287136,5.26473287832715,3.04633304417796,8.54475955040624,7.68285458725071,"stn4","d1","unamend3","subt0","p4"
"stn4-d1-LV-unamend3-subt1-a",1.74388700557645,2.04075949731598,1.91018458649136,1.8982770297946,0.148794023797244,"stn4","d1","unamend3","subt1","a"
"stn4-d1-LV-unamend3-subt1-b",15.6438091643466,9.64522405854878,9.44579577570329,11.5782763328662,3.52226643127452,"stn4","d1","unamend3","subt1","b"
"stn4-d1-LV-unamend3-subt1-L",121.136892338026,139.906568023579,116.334635804064,125.79269872189,12.4565804679042,"stn4","d1","unamend3","subt1","L"
"stn4-d1-LV-unamend3-subt1-p1",7.47959553395719,8.16858828295421,6.98828033084814,7.54548804925318,0.59290647081157,"stn4","d1","unamend3","subt1","p1"
"stn4-d1-LV-unamend3-subt1-p2",42.4530263908596,28.7022163321263,34.690308857085,35.2818505266903,6.8944641182618,"stn4","d1","unamend3","subt1","p2"
"stn4-d1-LV-unamend3-subt1-p3",15.9370871635623,14.3136265486646,15.8164245491669,15.3557127537979,0.90448748516774,"stn4","d1","unamend3","subt1","p3"
"stn4-d1-LV-unamend3-subt1-p4",9.94122256149143,18.6122920765413,25.4476888537105,18.0004011639144,7.77132112865295,"stn4","d1","unamend3","subt1","p4"
"stn4-d1-LV-unamend3-subt2-a",1.75086379642647,0.372124720640095,0.586877044433827,0.90328852050013,0.741833894086073,"stn4","d1","unamend3","subt2","a"
"stn4-d1-LV-unamend3-subt2-b",24.2262366871249,24.5709214560715,14.0746352923924,20.9572644785296,5.9630227471381,"stn4","d1","unamend3","subt2","b"
"stn4-d1-LV-unamend3-subt2-L",72.4529715852128,81.0225128087936,63.1785465897976,72.2180103279347,8.92430320531994,"stn4","d1","unamend3","subt2","L"
"stn4-d1-LV-unamend3-subt2-p1",15.3318430529907,22.5578473808162,5.14416506525831,14.3446184996884,8.74871660220948,"stn4","d1","unamend3","subt2","p1"
"stn4-d1-LV-unamend3-subt2-p2",39.9493437532552,36.8028158600738,16.6218079244271,31.1246558459187,12.6579859306715,"stn4","d1","unamend3","subt2","p2"
"stn4-d1-LV-unamend3-subt2-p3",62.0587215753493,4.50512178445296,4.90732250280249,23.8237219542016,33.1130916463011,"stn4","d1","unamend3","subt2","p3"
"stn4-d1-LV-unamend3-subt2-p4",99.7222013320535,5.17934343791328,5.19238200975081,36.6979755932392,54.5805809330008,"stn4","d1","unamend3","subt2","p4"
"stn4-d1-LV-unamend3-subt3-a",0.763221669479291,0.497498977752597,0.395158564351572,0.551959737194487,0.189979191171836,"stn4","d1","unamend3","subt3","a"
"stn4-d1-LV-unamend3-subt3-b",10.7026075935783,13.106876380013,32.1858840183861,18.6651226639925,11.7708694581668,"stn4","d1","unamend3","subt3","b"
"stn4-d1-LV-unamend3-subt3-L",19.4337571520661,14.5621079837681,15.6066584140018,16.534174516612,2.56485009214879,"stn4","d1","unamend3","subt3","L"
"stn4-d1-LV-unamend3-subt3-p1",5.37661917762906,3.70874067628136,1.54405559900899,3.54313848430647,1.92164095515563,"stn4","d1","unamend3","subt3","p1"
"stn4-d1-LV-unamend3-subt3-p2",19.7063458540948,15.5282380702358,12.4774276364577,15.9040038535961,3.62907902811162,"stn4","d1","unamend3","subt3","p2"
"stn4-d1-LV-unamend3-subt3-p3",12.861950467448,7.23515233109001,6.63933492201399,8.91214590685065,3.43357927626929,"stn4","d1","unamend3","subt3","p3"
"stn4-d1-LV-unamend3-subt3-p4",9.50388092557151,4.63223175727348,1.95190751772276,5.36267340018925,3.82860736214786,"stn4","d1","unamend3","subt3","p4"
"stn4-d1-LV-unamend3-subt4-a",0.317680086199271,0.317680086199271,0.341203273359923,0.325521148586155,0.0135811184394007,"stn4","d1","unamend3","subt4","a"
"stn4-d1-LV-unamend3-subt4-b",9.28419772401266,6.97973385004054,11.0629947548718,9.10897544297501,2.04726208387201,"stn4","d1","unamend3","subt4","b"
"stn4-d1-LV-unamend3-subt4-L",10.3505119428599,7.65166351405369,9.35363208318043,9.11860251336468,1.36468856682881,"stn4","d1","unamend3","subt4","L"
"stn4-d1-LV-unamend3-subt4-p1",1.64482087610081,2.77732792394031,1.80882657878149,2.07699179294087,0.612027360430394,"stn4","d1","unamend3","subt4","p1"
"stn4-d1-LV-unamend3-subt4-p2",14.2688250536727,18.8643810550627,11.5484097604894,14.8938719564083,3.6978198602311,"stn4","d1","unamend3","subt4","p2"
"stn4-d1-LV-unamend3-subt4-p3",5.36959034861335,5.92342314348928,4.98082573876054,5.42461307695439,0.473701480181249,"stn4","d1","unamend3","subt4","p3"
"stn4-d1-LV-unamend3-subt4-p4",2.98571327993568,2.94311813075184,2.05914896582965,2.66266012550572,0.523089740459195,"stn4","d1","unamend3","subt4","p4"
"stn4-d1-LV-unamend3-subt5-a",0.172995191975018,0.309837152199931,0.184078319449283,0.222303554541411,0.0760085979869086,"stn4","d1","unamend3","subt5","a"
"stn4-d1-LV-unamend3-subt5-b",10.4894677327645,10.4538589259552,9.34809436840208,10.0971403423739,0.648937131102194,"stn4","d1","unamend3","subt5","b"
"stn4-d1-LV-unamend3-subt5-L",9.78894866035133,8.12671804350165,8.06955528944319,8.66174066443206,0.976609079755632,"stn4","d1","unamend3","subt5","L"
"stn4-d1-LV-unamend3-subt5-p1",0.881206283189443,0.875706416816741,0.52845830716352,0.761790335723234,0.202090174913015,"stn4","d1","unamend3","subt5","p1"
"stn4-d1-LV-unamend3-subt5-p2",1.13826571477202,1.89621735582196,7.519749656652,3.51807757574866,3.48620958274937,"stn4","d1","unamend3","subt5","p2"
"stn4-d1-LV-unamend3-subt5-p3",1.01214622012006,0.74923293842931,1.72854349215322,1.1633075502342,0.506852642244432,"stn4","d1","unamend3","subt5","p3"
"stn4-d1-LV-unamend3-subt5-p4",0.820241415205358,2.03223171163713,0.594001395616564,1.14882484081968,0.773370487652254,"stn4","d1","unamend3","subt5","p4"
"stn4-d2-LV-amend1-subt0-a",0.898278387635526,1.1924831898135,0.925792470411715,1.00551801595358,0.162499964200324,"stn4","d5","amend1","subt0","a"
"stn4-d2-LV-amend1-subt0-b",10.4913227883929,13.2977125788118,2.99608611863191,8.92837382861219,5.32569094291333,"stn4","d5","amend1","subt0","b"
"stn4-d2-LV-amend1-subt0-L",38.555806407955,90.211633373252,59.6576892555784,62.8083763455951,25.9716429345849,"stn4","d5","amend1","subt0","L"
"stn4-d2-LV-amend1-subt0-p1",17.1875413552378,3.17344064687477,7.02579300656046,9.128925002891,7.23989832881146,"stn4","d5","amend1","subt0","p1"
"stn4-d2-LV-amend1-subt0-p2",107.145725652895,125.799559054956,28.0304384261129,86.9919077113212,51.906960230309,"stn4","d5","amend1","subt0","p2"
"stn4-d2-LV-amend1-subt0-p3",15.089668066855,21.9523974136422,19.3146532981357,18.785572926211,3.46182149334431,"stn4","d5","amend1","subt0","p3"
"stn4-d2-LV-amend1-subt0-p4",4.71190010240912,8.95284432068514,5.44179532899193,6.36884658402873,2.26737072128295,"stn4","d5","amend1","subt0","p4"
"stn4-d2-LV-amend1-subt1-a",1.67335961113052,1.25854990446433,1.71157969391261,1.54782973650249,0.251251486761741,"stn4","d5","amend1","subt1","a"
"stn4-d2-LV-amend1-subt1-b",527.121542393128,1374.41140513812,336.525238599674,746.019395376973,552.484503134403,"stn4","d5","amend1","subt1","b"
"stn4-d2-LV-amend1-subt1-L",299.215086814927,272.304626727428,282.136260497227,284.551991346528,13.6169024444776,"stn4","d5","amend1","subt1","L"
"stn4-d2-LV-amend1-subt1-p1",78.3729231746341,96.652832287625,96.5669301045608,90.5308951889399,10.5292002270708,"stn4","d5","amend1","subt1","p1"
"stn4-d2-LV-amend1-subt1-p2",1018.32855156097,910.034681256624,856.190444938039,928.184559251879,82.578780314615,"stn4","d5","amend1","subt1","p2"
"stn4-d2-LV-amend1-subt1-p3",174.86885132881,138.592434834412,124.311265488615,145.924183883946,26.0640227054686,"stn4","d5","amend1","subt1","p3"
"stn4-d2-LV-amend1-subt1-p4",163.769722073358,145.835548661776,131.410397101393,147.005222612175,16.2113411235161,"stn4","d5","amend1","subt1","p4"
"stn4-d2-LV-amend1-subt2-a",3.17173348716611,3.641530008165,2.94215691215401,3.25180680249504,0.356496120212865,"stn4","d5","amend1","subt2","a"
"stn4-d2-LV-amend1-subt2-b",930.773238828344,835.167296834637,1012.03998653016,925.993507397713,88.5331659009418,"stn4","d5","amend1","subt2","b"
"stn4-d2-LV-amend1-subt2-L",874.018027310486,824.602318877816,827.229195760115,841.949847316139,27.8028999683677,"stn4","d5","amend1","subt2","L"
"stn4-d2-LV-amend1-subt2-p1",448.269384542461,368.085167322802,341.578791025166,385.977780963476,55.5502466550686,"stn4","d5","amend1","subt2","p1"
"stn4-d2-LV-amend1-subt2-p2",495.830730343696,434.928287766183,421.317607548279,450.692208552719,39.6790532410285,"stn4","d5","amend1","subt2","p2"
"stn4-d2-LV-amend1-subt2-p3",289.868482864758,262.507221168646,206.428372643562,252.934692225655,42.5357259395512,"stn4","d5","amend1","subt2","p3"
"stn4-d2-LV-amend1-subt2-p4",221.986969772492,226.432187923661,183.847729239252,210.755628978468,23.4086798513856,"stn4","d5","amend1","subt2","p4"
"stn4-d2-LV-amend1-subt3-a",6.0241364742307,4.31222903964554,5.97332252455267,5.4365626794763,0.974032912488995,"stn4","d5","amend1","subt3","a"
"stn4-d2-LV-amend1-subt3-b",883.742555262189,899.276043590954,883.215776717352,888.744791856832,9.12413399860058,"stn4","d5","amend1","subt3","b"
"stn4-d2-LV-amend1-subt3-L",815.706818916852,769.223458938352,736.048111111012,773.659462988739,40.014197871197,"stn4","d5","amend1","subt3","L"
"stn4-d2-LV-amend1-subt3-p1",242.740325226006,268.082757974893,240.198512351505,250.340531850801,15.4176893226915,"stn4","d5","amend1","subt3","p1"
"stn4-d2-LV-amend1-subt3-p2",363.60532673944,371.046140465259,344.728051903914,359.793173036205,13.566865270707,"stn4","d5","amend1","subt3","p2"
"stn4-d2-LV-amend1-subt3-p3",178.498252396602,162.710485136493,156.03738652123,165.748708018109,11.5345447537662,"stn4","d5","amend1","subt3","p3"
"stn4-d2-LV-amend1-subt3-p4",174.280034563231,152.947403561802,146.662116706018,157.963184943684,14.4760455182024,"stn4","d5","amend1","subt3","p4"
"stn4-d2-LV-amend1-subt4-a",7.2435846744472,6.90068784821878,6.0185897516596,6.72095409144186,0.631966223549731,"stn4","d5","amend1","subt4","a"
"stn4-d2-LV-amend1-subt4-b",1064.30530216959,961.992103799498,1144.71601266235,1057.00447287715,91.5804744407758,"stn4","d5","amend1","subt4","b"
"stn4-d2-LV-amend1-subt4-L",186.824002034853,188.781842441519,181.279322063184,185.628388846519,3.89153840774086,"stn4","d5","amend1","subt4","L"
"stn4-d2-LV-amend1-subt4-p1",229.68255489138,172.089357084766,211.088687521174,204.286866499107,29.3929019545558,"stn4","d5","amend1","subt4","p1"
"stn4-d2-LV-amend1-subt4-p2",259.475816189274,254.5257930071,238.372791154615,250.791466783663,11.0360006642192,"stn4","d5","amend1","subt4","p2"
"stn4-d2-LV-amend1-subt4-p3",65.0054546945744,63.7103737665333,83.1220115583797,70.6126133398291,10.8527918756074,"stn4","d5","amend1","subt4","p3"
"stn4-d2-LV-amend1-subt4-p4",136.258074615104,122.0525855398,115.228000468822,124.512886874576,10.7287378867672,"stn4","d5","amend1","subt4","p4"
"stn4-d2-LV-amend1-subt5-a",30.0357497018863,27.6325103021282,31.7163754070677,29.7948784703608,2.05256005063635,"stn4","d5","amend1","subt5","a"
"stn4-d2-LV-amend1-subt5-b",104.414655460372,1149.90844301916,931.939845663242,728.754314714257,551.568295813193,"stn4","d5","amend1","subt5","b"
"stn4-d2-LV-amend1-subt5-L",218.448552164415,201.645397507973,203.953535585914,208.015828419434,9.10841198568843,"stn4","d5","amend1","subt5","L"
"stn4-d2-LV-amend1-subt5-p1",197.454027283854,219.965600466368,168.568144782075,195.329257510766,25.764522072924,"stn4","d5","amend1","subt5","p1"
"stn4-d2-LV-amend1-subt5-p2",51.546872679597,50.1557896964641,34.6343340890795,45.4456654883802,9.38868696547178,"stn4","d5","amend1","subt5","p2"
"stn4-d2-LV-amend1-subt5-p3",71.478102832719,73.8663089205016,73.3238411152851,72.8894176228352,1.25196841314971,"stn4","d5","amend1","subt5","p3"
"stn4-d2-LV-amend1-subt5-p4",101.969198265604,98.1833340678842,87.1525713458713,95.76836789312,7.69786688236305,"stn4","d5","amend1","subt5","p4"
"stn4-d2-LV-amend2-subt0-a",1.1082463237844,9.50165206473759,0.941841294424475,3.85057989431549,4.89467927089594,"stn4","d5","amend2","subt0","a"
"stn4-d2-LV-amend2-subt0-b",69.2537160129595,264.439220080649,25.6246164754967,119.772517523035,127.170026748768,"stn4","d5","amend2","subt0","b"
"stn4-d2-LV-amend2-subt0-L",222.341605607622,133.012717478573,140.274873706244,165.209732264146,49.610713984683,"stn4","d5","amend2","subt0","L"
"stn4-d2-LV-amend2-subt0-p1",413.493537311679,7.90442073555064,20.3674305074905,147.25512951824,230.653417471827,"stn4","d5","amend2","subt0","p1"
"stn4-d2-LV-amend2-subt0-p2",1071.06551659551,681.09736364668,1063.18092090403,938.447933715404,222.906995512316,"stn4","d5","amend2","subt0","p2"
"stn4-d2-LV-amend2-subt0-p3",108.563558558716,1123.28886517394,67.2019919312015,433.018138554618,598.149606552693,"stn4","d5","amend2","subt0","p3"
"stn4-d2-LV-amend2-subt0-p4",149.275025464028,57.0507607510727,98.2729665202743,101.532917578458,46.1984762858869,"stn4","d5","amend2","subt0","p4"
"stn4-d2-LV-amend2-subt1-a",1.43681450781948,2.27975475028687,1.61426968607607,1.77694631472747,0.444392649832091,"stn4","d5","amend2","subt1","a"
"stn4-d2-LV-amend2-subt1-b",1088.5741037426,813.581896208117,1788.7367156284,1230.29757185971,502.788112947202,"stn4","d5","amend2","subt1","b"
"stn4-d2-LV-amend2-subt1-L",362.274509991715,346.471653026726,332.205810976197,346.983991331546,15.0408953531831,"stn4","d5","amend2","subt1","L"
"stn4-d2-LV-amend2-subt1-p1",103.245223533981,101.9038867574,96.8976774005554,100.682262563979,3.34546106410714,"stn4","d5","amend2","subt1","p1"
"stn4-d2-LV-amend2-subt1-p2",987.424520813159,954.876594323108,951.08295094187,964.461355359379,19.9769406634064,"stn4","d5","amend2","subt1","p2"
"stn4-d2-LV-amend2-subt1-p3",186.43102371802,169.409500167575,196.122802107939,183.987775331178,13.5232104971089,"stn4","d5","amend2","subt1","p3"
"stn4-d2-LV-amend2-subt1-p4",151.581520740202,147.508307818238,136.134994812232,145.074941123557,8.00560715461036,"stn4","d5","amend2","subt1","p4"
"stn4-d2-LV-amend2-subt2-a",3.77394177348583,4.47419074460044,3.94451738186763,4.06421663331797,0.365148036397703,"stn4","d5","amend2","subt2","a"
"stn4-d2-LV-amend2-subt2-b",940.010261721848,887.630109550033,1062.36606944688,963.335480239588,89.6728124040036,"stn4","d5","amend2","subt2","b"
"stn4-d2-LV-amend2-subt2-L",879.570182739427,835.738951685565,834.518413941119,849.942516122037,25.6655683745715,"stn4","d5","amend2","subt2","L"
"stn4-d2-LV-amend2-subt2-p1",482.369033236949,371.414745802772,342.525322954045,398.769700664589,73.8260522650452,"stn4","d5","amend2","subt2","p1"
"stn4-d2-LV-amend2-subt2-p2",497.585040910085,439.020306918808,407.588868260073,448.064738696322,45.6747094412898,"stn4","d5","amend2","subt2","p2"
"stn4-d2-LV-amend2-subt2-p3",273.702161716552,245.30566540508,213.122548393823,244.043458505152,30.3095242832434,"stn4","d5","amend2","subt2","p3"
"stn4-d2-LV-amend2-subt2-p4",224.584607687596,206.695982061703,175.813270605272,202.36462011819,24.6724816833186,"stn4","d5","amend2","subt2","p4"
"stn4-d2-LV-amend2-subt3-a",3.62178165826032,3.47641724890651,4.19938748176153,3.76586212964278,0.382414534339317,"stn4","d5","amend2","subt3","a"
"stn4-d2-LV-amend2-subt3-b",1164.87372086869,966.097609975797,1234.80908757855,1121.92680614101,139.408725201593,"stn4","d5","amend2","subt3","b"
"stn4-d2-LV-amend2-subt3-L",673.454983972879,627.116209935584,635.234567927697,645.26858727872,24.74533598625,"stn4","d5","amend2","subt3","L"
"stn4-d2-LV-amend2-subt3-p1",304.635657543338,301.206752360299,314.269341850456,306.703917251365,6.77245042152211,"stn4","d5","amend2","subt3","p1"
"stn4-d2-LV-amend2-subt3-p2",381.546728098483,394.365802577241,356.214297884057,377.375609519927,19.414762430578,"stn4","d5","amend2","subt3","p2"
"stn4-d2-LV-amend2-subt3-p3",202.228218242294,200.364579491236,185.964836517544,196.185878083691,8.900592978633,"stn4","d5","amend2","subt3","p3"
"stn4-d2-LV-amend2-subt3-p4",179.5614745436,154.945286257729,154.660199223122,163.055653341484,14.2951711714655,"stn4","d5","amend2","subt3","p4"
"stn4-d2-LV-amend2-subt4-a",7.33426191649158,7.67615604267077,6.79052541850191,7.26698112588809,0.44663231992838,"stn4","d5","amend2","subt4","a"
"stn4-d2-LV-amend2-subt4-b",1132.47690367085,874.055984362193,1036.45276211315,1014.32855004873,130.623326606262,"stn4","d5","amend2","subt4","b"
"stn4-d2-LV-amend2-subt4-L",204.434446798275,206.28154134904,190.269266033155,200.328418060157,8.76029932117698,"stn4","d5","amend2","subt4","L"
"stn4-d2-LV-amend2-subt4-p1",223.019148986643,180.634767362301,217.2365530891,206.963489812681,22.9839253225039,"stn4","d5","amend2","subt4","p1"
"stn4-d2-LV-amend2-subt4-p2",331.98774805859,316.739013620079,267.6040237823,305.443595153656,33.6452945695235,"stn4","d5","amend2","subt4","p2"
"stn4-d2-LV-amend2-subt4-p3",68.0256412139089,69.301143399206,68.6705830783279,68.6657892304809,0.637764605404893,"stn4","d5","amend2","subt4","p3"
"stn4-d2-LV-amend2-subt4-p4",130.865681318769,107.417585834757,103.469671900062,113.917646351196,14.8095720078432,"stn4","d5","amend2","subt4","p4"
"stn4-d2-LV-amend2-subt5-a",3.08665051841102,9.11439953542835,8.82015733662303,7.00706913015413,3.3983681652178,"stn4","d5","amend2","subt5","a"
"stn4-d2-LV-amend2-subt5-b",1286.72872484614,1230.9721630961,1303.13615927124,1273.61234907116,37.8277685185714,"stn4","d5","amend2","subt5","b"
"stn4-d2-LV-amend2-subt5-L",131.101656536334,118.803735461653,120.993681800456,123.633024599481,6.56005438223232,"stn4","d5","amend2","subt5","L"
"stn4-d2-LV-amend2-subt5-p1",58.6955060434221,54.8215377915804,57.7526624125155,57.089902082506,2.02023413131871,"stn4","d5","amend2","subt5","p1"
"stn4-d2-LV-amend2-subt5-p2",27.973283627525,26.7698737471202,37.9215930339758,30.888250136207,6.12070119130644,"stn4","d5","amend2","subt5","p2"
"stn4-d2-LV-amend2-subt5-p3",29.1909386606652,28.1079910974965,26.0133842840737,27.7707713474118,1.61539494363895,"stn4","d5","amend2","subt5","p3"
"stn4-d2-LV-amend2-subt5-p4",43.0036679609507,44.2734207671354,36.0085974840283,41.0952287373714,4.45066637458025,"stn4","d5","amend2","subt5","p4"
"stn4-d2-LV-amend3-subt0-a",2.19837410216138,1.96490430354323,1.43500296742381,1.86609379104281,0.391160466270662,"stn4","d5","amend3","subt0","a"
"stn4-d2-LV-amend3-subt0-b",15.4145065366012,13.9943118292365,185.785576414234,71.7314649266907,98.7763104122719,"stn4","d5","amend3","subt0","b"
"stn4-d2-LV-amend3-subt0-L",121.951491727706,124.9767917504,125.673635602562,124.200639693556,1.97873640684908,"stn4","d5","amend3","subt0","L"
"stn4-d2-LV-amend3-subt0-p1",18.2063292304899,32.2238784438433,70.6797515087103,40.3699863943479,27.1686274488253,"stn4","d5","amend3","subt0","p1"
"stn4-d2-LV-amend3-subt0-p2",621.833085709289,883.06681854665,774.872528993193,759.924144416377,131.256833894955,"stn4","d5","amend3","subt0","p2"
"stn4-d2-LV-amend3-subt0-p3",38.7456999243432,51.8450161546466,44.5133560727245,45.0346907172381,6.56520097057585,"stn4","d5","amend3","subt0","p3"
"stn4-d2-LV-amend3-subt0-p4",111.182515450939,67.4596696906945,132.608425188025,103.750203443219,33.2042095531245,"stn4","d5","amend3","subt0","p4"
"stn4-d2-LV-amend3-subt1-a",1.48609527310469,0.422239177004408,1.13084133182081,1.01305859397663,0.541619818971743,"stn4","d5","amend3","subt1","a"
"stn4-d2-LV-amend3-subt1-b",252.638693584084,1217.21524460609,630.299064767004,700.051000985727,486.056560649143,"stn4","d5","amend3","subt1","b"
"stn4-d2-LV-amend3-subt1-L",315.787961285987,430.098674351103,308.681715825121,351.522783820737,68.1414162651285,"stn4","d5","amend3","subt1","L"
